"","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","YrSold","SalePrice","LotShapes","LotConfigs","Neighborhoods","BldgTypes","HouseStyles","Exterior_1st","Foundations","BsmtFin_Type1","Kitchen_Qual","GarageTypes"
"151",107,13891,8,5,2007,2008,1710,1710,2,0,2,6,1,3,2008,372402,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"152",NA,14803,6,5,1971,1971,825,1993,2,1,4,8,1,2,2006,190000,"IR1","CulDSac","NWAmes","1Fam","2Story","HdBoard","CBlock","Rec","TA","Attchd"
"153",NA,13500,6,7,1960,1975,1602,1252,1,0,1,4,1,2,2008,235000,"Reg","Inside","ClearCr","1Fam","1Story","BrkFace","CBlock","BLQ","TA","Attchd"
"154",84,11340,6,5,1923,1950,1200,1200,1,0,4,7,0,1,2006,125000,"Reg","Corner","OldTown","1Fam","1Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"155",60,9600,6,5,1924,1950,572,1096,1,0,2,5,0,0,2008,79000,"Reg","Corner","Edwards","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA",NA
"156",60,7200,5,7,1950,1950,0,1040,1,0,2,5,0,2,2006,109500,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock",NA,"TA","Detchd"
"157",92,12003,8,5,2009,2010,774,1968,2,1,4,8,1,3,2010,269500,"Reg","Corner","Timber","1Fam","2Story","VinylSd","PConc","Unf","Ex","BuiltIn"
"158",100,12552,7,5,2004,2005,991,1947,2,1,3,8,1,2,2010,254900,"Reg","Corner","Somerst","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"159",134,19378,7,5,2005,2006,1392,2462,2,1,4,9,1,2,2006,320000,"IR1","Corner","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"160",NA,11120,6,6,1984,1984,1232,1232,2,0,3,6,0,2,2008,162500,"IR1","CulDSac","Veenker","1Fam","1Story","Plywood","PConc","BLQ","TA","Attchd"
"161",110,13688,9,5,2003,2004,1572,2668,2,1,3,10,2,3,2008,412500,"IR1","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","GLQ","Ex","BuiltIn"
"162",95,12182,7,5,2005,2005,1541,1541,2,0,3,7,1,2,2010,220000,"Reg","Corner","NridgHt","1Fam","1Story","VinylSd","PConc","BLQ","Gd","Attchd"
"163",55,5500,4,6,1956,1956,882,882,1,0,1,4,0,0,2007,103200,"Reg","Inside","OldTown","1Fam","1.5Unf","MetalSd","CBlock","Unf","TA",NA
"164",40,5400,6,7,1926,2004,1149,1616,2,0,3,5,0,1,2007,152000,"Reg","Corner","OldTown","1Fam","1Story","MetalSd","BrkTil","LwQ","Gd","Detchd"
"165",62,10106,5,7,1940,1999,644,1355,2,0,4,6,0,0,2008,127500,"Reg","Inside","Edwards","2fmCon","1.5Fin","Wd Sdng","BrkTil","ALQ","TA",NA
"166",NA,10708,5,5,1955,1993,1617,1867,1,0,2,7,3,1,2009,190000,"IR1","Inside","ClearCr","1Fam","1Story","Wd Sdng","CBlock","LwQ","TA","Attchd"
"167",86,10562,8,5,2007,2007,1582,2161,1,1,3,8,1,3,2007,325624,"Reg","Inside","NridgHt","1Fam","2Story","VinylSd","PConc","GLQ","Ex","Attchd"
"168",62,8244,7,5,2004,2004,840,1720,2,1,3,7,1,2,2007,183500,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"169",NA,16669,8,6,1981,1981,1686,1707,2,1,2,6,1,2,2006,228000,"IR1","Corner","Timber","1Fam","1Story","Plywood","CBlock","Unf","TA","Attchd"
"170",NA,12358,5,6,1941,1950,720,1382,1,1,2,7,0,2,2007,128500,"IR1","Inside","OldTown","1Fam","1.5Fin","MetalSd","CBlock","Rec","TA","Detchd"
"171",141,31770,6,5,1960,1960,1080,1656,1,0,3,7,2,2,2010,215000,"IR1","Corner","NAmes","1Fam","1Story","BrkFace","CBlock","BLQ","TA","Attchd"
"172",44,5306,7,7,1987,1987,1064,1767,2,0,2,5,1,2,2006,239000,"IR1","Inside","StoneBr","TwnhsE","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"173",80,10197,6,5,1961,1961,1362,1362,1,1,3,6,1,2,2008,163000,"IR1","Inside","NAmes","1Fam","1Story","WdShing","CBlock","ALQ","TA","Attchd"
"174",47,12416,6,5,1986,1986,1606,1651,2,0,3,7,1,2,2008,184000,"IR1","Inside","Timber","1Fam","1Story","VinylSd","CBlock","ALQ","TA","Attchd"
"175",84,12615,6,7,1950,2001,1202,2158,2,0,4,7,1,2,2007,243000,"Reg","Corner","Edwards","1Fam","1Story","WdShing","CBlock","ALQ","Gd","Attchd"
"176",97,10029,6,5,1988,1989,1151,2060,2,1,4,8,1,2,2007,211000,"IR1","Corner","ClearCr","1Fam","2Story","Plywood","PConc","GLQ","TA","Attchd"
"177",NA,13650,5,5,1958,1958,1052,1920,2,0,4,8,1,2,2006,172500,"Reg","Inside","Sawyer","1Fam","1.5Fin","MetalSd","CBlock","ALQ","Gd","Attchd"
"178",63,17423,9,5,2008,2009,2216,2234,2,0,1,9,1,3,2009,501837,"IR1","CulDSac","StoneBr","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"179",60,8520,5,6,1923,2006,968,968,1,0,2,5,0,2,2007,100000,"Reg","Inside","OldTown","1Fam","1Story","Wd Sdng","CBlock","Unf","TA","Detchd"
"180",NA,2117,6,5,2000,2000,756,1525,2,1,3,5,1,2,2007,177000,"Reg","Inside","Somerst","Twnhs","2Story","MetalSd","PConc","GLQ","Gd","Detchd"
"181",54,7588,7,6,1920,1950,793,1802,1,1,4,9,1,1,2006,200100,"Reg","Inside","Crawfor","1Fam","2Story","Stucco","BrkTil","LwQ","TA","Detchd"
"182",60,9060,5,6,1957,2006,0,1340,1,0,3,7,1,1,2007,120000,"Reg","Inside","Edwards","1Fam","1Story","Wd Sdng","PConc",NA,"TA","Attchd"
"183",63,11426,7,5,2003,2003,1362,2082,2,1,3,6,0,2,2008,200000,"Reg","Inside","OldTown","1Fam","1.5Fin","VinylSd","PConc","Unf","Gd","Detchd"
"184",92,7438,5,8,1908,1991,504,1252,1,0,3,5,0,2,2006,127000,"IR1","Inside","BrkSide","1Fam","1.5Fin","AsbShng","PConc","Unf","TA","Attchd"
"185",90,22950,10,9,1892,1993,1107,3608,2,1,4,12,2,3,2006,475000,"IR2","Inside","OldTown","1Fam","2.5Fin","Wd Sdng","BrkTil","Unf","Ex","Detchd"
"186",NA,9947,7,5,1990,1991,1188,1217,2,0,3,6,0,2,2009,173000,"IR1","CulDSac","Mitchel","1Fam","SLvl","HdBoard","PConc","GLQ","Gd","Attchd"
"187",60,10410,5,7,1916,1987,660,1656,2,1,3,8,0,1,2009,135000,"Reg","Inside","OldTown","1Fam","1.5Fin","HdBoard","CBlock","Unf","TA","Detchd"
"188",64,7018,5,5,1979,1979,1086,1224,0,2,2,6,2,2,2009,153337,"Reg","Inside","SawyerW","Duplex","SFoyer","Plywood","CBlock","GLQ","TA","Detchd"
"189",41,4923,8,5,2001,2002,1593,1593,1,1,0,5,1,2,2008,286000,"Reg","Inside","StoneBr","TwnhsE","1Story","CemntBd","PConc","GLQ","Ex","Attchd"
"190",70,10570,8,8,1932,1994,853,2727,2,1,3,10,2,2,2007,315000,"Reg","Inside","Crawfor","1Fam","2Story","BrkFace","CBlock","Rec","Gd","Detchd"
"191",NA,7472,7,9,1972,2004,725,1479,1,1,4,7,0,2,2007,184000,"IR1","CulDSac","NAmes","1Fam","2Story","HdBoard","CBlock","ALQ","Gd","Attchd"
"192",68,9017,7,5,1999,1999,1431,1431,2,0,3,6,0,2,2009,192000,"IR1","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"193",24,2522,7,5,2004,2004,970,1709,2,0,3,7,0,2,2006,130000,"Reg","Inside","Edwards","Twnhs","2Story","VinylSd","PConc","Unf","Gd","Detchd"
"194",60,7180,5,7,1972,1972,864,864,1,0,3,5,0,1,2008,127000,"IR1","Inside","CollgCr","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Detchd"
"195",24,2280,6,6,1976,1976,855,1456,2,1,3,7,1,2,2009,148500,"Reg","FR2","NPkVill","Twnhs","2Story","Plywood","CBlock","ALQ","TA","Attchd"
"196",79,9416,7,5,2007,2007,1726,1726,2,0,3,8,1,3,2007,311872,"Reg","Inside","Somerst","1Fam","1Story","CemntBd","PConc","GLQ","Ex","Attchd"
"197",174,25419,8,4,1918,1990,1360,3112,2,0,4,8,1,2,2006,235000,"Reg","Corner","NAmes","1Fam","2Story","Stucco","PConc","GLQ","Gd","Detchd"
"198",92,5520,6,6,1912,1950,755,2229,1,0,5,8,0,0,2009,104000,"Reg","Corner","OldTown","1Fam","2.5Fin","Wd Sdng","CBlock","Unf","TA",NA
"199",76,9591,8,5,2004,2005,1713,1713,2,0,3,7,1,3,2009,274900,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"200",80,8546,4,5,2003,2004,1121,1121,2,0,2,5,0,2,2010,140000,"Reg","Corner","Edwards","1Fam","1Story","VinylSd","PConc","Unf","TA","Attchd"
"201",75,10125,6,6,1977,1977,1196,1279,2,0,3,6,2,2,2008,171500,"Reg","Inside","Mitchel","1Fam","1Story","Plywood","CBlock","ALQ","TA","Detchd"
"202",50,7000,6,6,1924,1950,617,1310,2,0,2,6,0,1,2006,112000,"Reg","Corner","OldTown","1Fam","1.5Fin","MetalSd","BrkTil","LwQ","TA","Attchd"
"203",NA,4438,6,5,2004,2004,848,848,1,0,1,3,1,2,2008,149000,"Reg","Inside","CollgCr","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"204",50,3500,5,7,1947,1950,720,1284,1,1,2,5,0,1,2009,110000,"Reg","Inside","OldTown","1Fam","1.5Fin","AsbShng","CBlock","LwQ","TA","Detchd"
"205",99,11851,7,5,1990,1990,1424,1442,2,0,3,5,0,2,2009,180500,"Reg","Corner","Gilbert","1Fam","1Story","HdBoard","PConc","Unf","TA","Attchd"
"206",40,13673,5,5,1962,1962,1140,1696,1,1,3,8,1,1,2007,143900,"IR1","CulDSac","Sawyer","1Fam","1Story","HdBoard","CBlock","Unf","TA","Attchd"
"207",NA,12493,4,5,1960,1960,1100,1100,1,0,3,6,1,1,2008,141000,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","PConc","ALQ","TA","Attchd"
"208",NA,14364,7,5,1988,1989,1157,2062,2,1,3,7,1,2,2007,277000,"IR1","Inside","SawyerW","1Fam","2Story","Plywood","CBlock","GLQ","TA","Attchd"
"209",75,8250,6,7,1964,1964,1092,1092,1,0,3,6,0,2,2008,145000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"210",67,5604,5,6,1925,1950,864,864,1,0,2,5,0,0,2008,98000,"Reg","Inside","Edwards","1Fam","1Story","Stucco","CBlock","Rec","TA",NA
"211",83,10420,6,5,2009,2009,1212,1212,2,0,3,6,0,2,2010,186000,"Reg","Corner","Edwards","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"212",72,8640,7,5,2009,2009,900,1852,2,1,3,7,1,2,2009,252678,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"213",43,13568,5,5,1995,1995,990,990,1,0,3,5,0,2,2006,156000,"IR2","CulDSac","CollgCr","1Fam","1Story","VinylSd","PConc","ALQ","TA","Attchd"
"214",NA,10900,6,7,1977,1977,689,1392,1,1,3,6,0,1,2010,161750,"IR1","FR2","CollgCr","1Fam","2Story","HdBoard","CBlock","GLQ","TA","Attchd"
"215",72,10011,5,6,1957,1996,1070,1236,1,0,2,6,1,1,2006,134450,"IR1","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","BLQ","Gd","Attchd"
"216",65,8450,7,5,2004,2004,1436,1436,2,0,3,8,0,2,2008,210000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"217",57,9906,4,4,1925,1950,686,1328,1,0,3,8,0,1,2006,107000,"Reg","Inside","OldTown","1Fam","2Story","MetalSd","CBlock","Unf","TA","Detchd"
"218",NA,15660,7,9,1939,2006,798,1954,1,1,3,8,2,2,2008,311500,"IR1","Corner","Crawfor","1Fam","1.5Fin","VinylSd","CBlock","BLQ","Gd","Attchd"
"219",43,3010,7,5,2005,2006,1248,1248,2,0,2,5,0,2,2006,167240,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"220",73,8990,7,5,2006,2006,1498,1498,2,0,2,5,0,2,2006,204900,"IR1","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"221",NA,8068,6,5,2002,2002,1010,2267,2,1,4,8,1,2,2009,200000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"222",85,11475,6,6,1975,1975,713,1552,2,1,3,6,1,2,2006,179900,"Reg","Inside","NWAmes","1Fam","2Story","VinylSd","CBlock","ALQ","TA","Attchd"
"223",70,10500,4,6,1971,1971,864,864,1,0,2,4,0,2,2009,97000,"Reg","FR2","NAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Detchd"
"224",103,13472,10,5,2003,2003,2392,2392,2,0,3,8,1,3,2009,386250,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"225",21,1680,5,5,1971,1971,630,1302,2,1,3,6,0,1,2009,112000,"Reg","Inside","BrDale","Twnhs","2Story","HdBoard","CBlock","Unf","TA","Detchd"
"226",82,9950,7,5,1995,1995,1203,2520,2,1,4,9,1,3,2007,290000,"IR1","Inside","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"227",21,1869,6,6,1970,1970,483,987,1,1,2,5,0,1,2008,106000,"Reg","Inside","BrDale","Twnhs","2Story","HdBoard","CBlock","Rec","TA","Detchd"
"228",70,8521,5,5,1967,1967,912,912,1,0,3,5,1,1,2010,125000,"Reg","FR2","Sawyer","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Detchd"
"229",43,3182,7,5,2005,2006,1373,1555,2,0,2,7,1,2,2009,192500,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"230",73,8760,6,6,1959,1959,1194,1194,1,0,3,6,0,1,2010,148000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Unf","TA","Attchd"
"231",174,15138,8,5,1995,1996,1462,2794,2,1,4,9,1,3,2009,403000,"IR1","Inside","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Ex","Attchd"
"232",21,1680,6,5,1972,1972,483,987,1,1,2,5,1,1,2006,94500,"Reg","Inside","BrDale","Twnhs","2Story","HdBoard","CBlock","Unf","TA","Attchd"
"233",75,10650,5,6,1976,1976,894,894,1,0,3,5,0,1,2010,128200,"Reg","Corner","CollgCr","1Fam","1Story","HdBoard","CBlock","LwQ","TA","Attchd"
"234",NA,7851,6,5,2002,2002,860,1960,2,1,4,8,2,2,2010,216500,"Reg","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"235",21,1680,6,3,1971,1971,483,987,1,1,2,5,0,1,2008,89500,"Reg","Inside","BrDale","TwnhsE","2Story","HdBoard","CBlock","ALQ","TA","Detchd"
"236",65,8773,7,5,2004,2004,1414,1414,2,0,3,6,0,2,2010,185500,"Reg","FR2","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"237",NA,9453,7,7,1993,2003,996,1744,2,1,3,7,0,2,2010,194500,"IR1","CulDSac","SawyerW","1Fam","2Story","HdBoard","PConc","BLQ","Gd","Attchd"
"238",93,12030,8,5,2007,2007,1694,1694,2,0,3,7,0,3,2007,318000,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"239",52,8741,6,4,1945,1950,735,1487,1,1,3,7,1,1,2010,113000,"Reg","Inside","Edwards","1Fam","1.5Fin","VinylSd","CBlock","LwQ","TA","Detchd"
"240",75,9000,8,5,2008,2008,1566,1566,2,0,3,7,0,2,2010,262500,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"241",40,3880,5,9,1945,1997,686,866,1,0,2,4,0,0,2007,110500,"Reg","Inside","OldTown","1Fam","1Story","VinylSd","CBlock","ALQ","Gd",NA
"242",63,5000,5,4,1900,1950,540,1440,1,0,3,6,0,1,2006,79000,"Reg","Corner","OldTown","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Attchd"
"243",75,10762,6,6,1980,1980,626,1217,1,1,3,6,1,1,2009,120000,"Reg","Corner","SawyerW","TwnhsE","2Story","Plywood","CBlock","Unf","TA","Attchd"
"244",NA,8880,7,5,1994,2002,948,2110,2,1,3,8,2,2,2010,205000,"IR1","Inside","SawyerW","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"245",80,10400,7,5,1988,1988,1845,1872,2,0,3,6,1,2,2006,241500,"Reg","Inside","NWAmes","1Fam","1Story","Wd Sdng","CBlock","GLQ","TA","Attchd"
"246",69,9142,6,8,1910,1950,1020,1928,2,0,4,9,0,1,2006,137000,"Reg","Inside","OldTown","2fmCon","2Story","AsbShng","Stone","Unf","Fa","Detchd"
"247",75,11310,6,5,1954,1954,1367,1375,1,0,2,5,1,2,2006,140000,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Unf","TA","Attchd"
"248",72,11317,7,5,2003,2003,840,1668,2,1,3,8,0,2,2007,180000,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"249",NA,159000,6,7,1958,2006,1444,2144,2,0,4,7,2,2,2007,277000,"IR2","CulDSac","ClearCr","1Fam","1.5Fin","Wd Sdng","CBlock","Rec","Gd","Attchd"
"250",55,5350,3,2,1940,1966,728,1306,1,0,3,6,0,0,2010,76500,"IR1","Inside","BrkSide","1Fam","1Story","Wd Sdng","CBlock","Unf","Fa",NA
"251",44,4750,8,5,2006,2007,1573,1625,2,0,2,5,1,2,2007,235000,"IR1","Inside","Crawfor","TwnhsE","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"252",65,8366,6,5,2004,2004,798,1640,2,1,3,6,0,2,2008,173000,"IR1","Inside","SawyerW","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"253",85,9350,6,7,1964,1991,1302,1302,2,0,3,7,0,1,2007,158000,"Reg","Inside","NAmes","1Fam","SLvl","HdBoard","CBlock","LwQ","Gd","Attchd"
"254",70,8400,5,6,1957,1957,1314,1314,1,0,3,5,0,1,2010,145000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Rec","TA","Attchd"
"255",66,8738,7,5,1999,1999,975,2291,2,1,4,8,1,2,2006,230000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"256",64,8791,6,5,2003,2003,864,1728,2,1,3,7,0,2,2008,207500,"IR1","Inside","Somerst","1Fam","2Story","VinylSd","PConc","Rec","Gd","Attchd"
"257",68,8814,7,5,2006,2006,1604,1604,2,1,3,8,1,2,2009,220000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"258",80,12435,7,5,2001,2001,963,1792,2,1,3,7,1,2,2008,231500,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"259",70,12702,5,5,1956,1956,0,882,1,0,2,4,0,1,2008,97000,"Reg","Inside","OldTown","1Fam","1Story","BrkFace","PConc",NA,"TA","Detchd"
"260",120,19296,6,5,1962,1962,1362,1382,1,0,3,6,1,2,2009,176000,"Reg","Corner","NAmes","1Fam","SLvl","Wd Sdng","CBlock","Rec","TA","Attchd"
"261",69,9588,8,5,2007,2007,1482,2574,2,1,3,10,1,3,2007,276000,"IR1","Inside","CollgCr","1Fam","2Story","CemntBd","PConc","Unf","Ex","BuiltIn"
"262",88,8471,6,7,1977,1995,506,1212,1,0,3,6,1,2,2006,151000,"IR1","Corner","Sawyer","1Fam","SLvl","HdBoard","CBlock","ALQ","TA","Attchd"
"263",50,5500,5,7,1929,2001,926,1316,1,0,3,6,0,2,2010,130000,"Reg","Corner","OldTown","1Fam","1.5Fin","Wd Sdng","BrkTil","LwQ","TA","Detchd"
"264",30,5232,5,5,1925,2004,680,764,1,0,2,4,0,2,2008,73000,"IR3","Inside","OldTown","1Fam","1Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"265",78,12090,6,6,1981,1981,1422,1422,2,0,3,7,1,2,2008,175500,"IR1","Inside","NWAmes","1Fam","1Story","MetalSd","CBlock","GLQ","Gd","Attchd"
"266",70,11207,6,5,1997,1997,802,1511,2,1,3,8,1,2,2006,185000,"IR1","FR2","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","TA","Attchd"
"267",60,8400,5,8,1939,1997,720,2192,2,1,4,8,1,1,2008,179500,"Reg","Inside","SWISU","1Fam","2.5Fin","Wd Sdng","PConc","LwQ","Gd","Detchd"
"268",71,6900,5,6,1940,1955,740,778,1,0,2,4,1,1,2008,120500,"Reg","Inside","IDOTRR","1Fam","1Story","VinylSd","CBlock","ALQ","TA","Detchd"
"269",NA,7917,6,7,1976,1976,1143,1113,1,1,3,6,1,1,2007,148000,"IR1","Corner","Edwards","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"270",84,10728,8,5,2006,2006,1095,1939,2,1,3,8,1,3,2006,266000,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"271",73,39104,7,7,1954,2005,1385,1363,1,0,2,5,2,2,2008,241500,"IR1","CulDSac","ClearCr","1Fam","1Story","Plywood","CBlock","LwQ","TA","Attchd"
"272",92,11764,8,7,1999,2007,1152,2270,2,1,4,9,1,3,2010,290000,"IR1","CulDSac","NoRidge","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"273",80,9600,6,6,1958,1988,1240,1632,2,0,3,6,1,1,2009,139000,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"274",76,8314,5,7,1982,1982,816,816,1,0,2,5,0,1,2007,124500,"Reg","Corner","Mitchel","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"275",55,7264,7,7,1925,2007,952,1548,2,1,3,5,0,2,2009,205000,"Reg","Inside","BrkSide","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","Ex","Detchd"
"276",129,9196,7,5,2003,2003,1560,1560,2,0,3,7,0,2,2010,201000,"IR1","Inside","Mitchel","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"277",140,19138,4,5,1951,1951,864,864,1,0,2,4,0,2,2010,141000,"Reg","Corner","Gilbert","1Fam","1Story","VinylSd","CBlock","LwQ","TA","Detchd"
"278",107,14450,9,5,2006,2007,2121,2121,2,1,3,8,1,3,2007,415298,"Reg","Inside","NridgHt","1Fam","1Story","CemntBd","PConc","Unf","Ex","Attchd"
"279",83,10005,7,5,1977,1977,1160,2022,2,1,4,8,1,2,2008,192000,"Reg","Inside","ClearCr","1Fam","2Story","Plywood","CBlock","BLQ","TA","Attchd"
"280",82,11287,7,6,1989,1989,807,1982,2,1,3,7,1,2,2007,228500,"Reg","Inside","SawyerW","1Fam","2Story","Plywood","CBlock","GLQ","Gd","Attchd"
"281",60,7200,6,5,2006,2006,1262,1262,2,0,2,5,0,2,2006,185000,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"282",34,5063,7,5,2007,2008,1314,1314,2,0,2,6,1,2,2009,207500,"Reg","Inside","NridgHt","Twnhs","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"283",74,9612,8,5,2008,2009,1468,1468,2,0,3,6,1,3,2009,244600,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"284",50,8012,6,5,1992,1992,1575,1575,2,0,2,5,0,2,2007,179200,"Reg","Inside","SawyerW","TwnhsE","1Story","Plywood","PConc","GLQ","Gd","Attchd"
"285",35,4251,7,5,2006,2007,625,1250,2,1,2,5,0,2,2007,164700,"IR1","Inside","Somerst","TwnhsE","2Story","MetalSd","PConc","Unf","Gd","Detchd"
"286",77,9786,6,7,1962,1981,912,1734,1,1,3,7,1,2,2006,159000,"IR1","Inside","NAmes","1Fam","1.5Fin","Wd Sdng","CBlock","Rec","Gd","Attchd"
"287",NA,8125,4,4,1971,1971,858,858,1,0,3,5,0,0,2006,88000,"IR1","Corner","NAmes","1Fam","1Story","HdBoard","CBlock","BLQ","TA",NA
"288",NA,9819,5,5,1967,1967,882,900,1,0,3,5,0,1,2010,122000,"IR1","Inside","Sawyer","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Detchd"
"289",60,8730,6,7,1915,2003,698,1396,1,0,3,7,0,1,2007,153575,"Reg","Inside","BrkSide","1Fam","2Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"290",120,15611,8,5,2006,2006,1079,1919,2,1,3,8,1,2,2006,233230,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"291",55,5687,5,6,1912,2000,780,1716,2,0,6,9,0,0,2008,135900,"Reg","Inside","SWISU","2fmCon","2Story","VinylSd","PConc","Rec","Fa",NA
"292",60,11409,5,4,1949,2008,768,1716,1,1,3,8,1,1,2009,131000,"Reg","Inside","Edwards","1Fam","1.5Fin","Wd Sdng","CBlock","LwQ","TA","Attchd"
"293",NA,16659,7,7,1977,1994,795,2263,2,1,3,9,1,2,2006,235000,"IR1","Corner","NWAmes","1Fam","2Story","Plywood","CBlock","ALQ","Gd","Attchd"
"294",80,9600,6,5,1953,1953,1416,1644,1,0,3,7,2,2,2009,167000,"Reg","Inside","NAmes","1Fam","1Story","HdBoard","CBlock","GLQ","TA","Attchd"
"295",37,7937,6,6,1984,1984,1003,1003,1,0,3,6,0,2,2006,142500,"IR1","CulDSac","Mitchel","1Fam","SLvl","HdBoard","CBlock","GLQ","TA","Detchd"
"296",75,13710,5,5,1950,1950,910,1558,1,1,4,6,0,1,2007,152000,"Reg","Inside","IDOTRR","1Fam","1.5Fin","Wd Sdng","CBlock","BLQ","TA","Attchd"
"297",66,7399,7,5,1997,1998,975,1950,2,1,3,7,1,2,2007,239000,"IR1","Inside","Somerst","1Fam","2Story","VinylSd","PConc","BLQ","Gd","Detchd"
"298",90,11700,6,6,1968,1968,702,1743,1,2,3,7,1,2,2007,175000,"Reg","Inside","NWAmes","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"299",80,14000,6,8,1950,2004,1092,1152,1,0,3,6,1,1,2009,158500,"Reg","Inside","Crawfor","1Fam","1Story","HdBoard","CBlock","Unf","Gd","Attchd"
"300",90,15750,5,5,1953,1953,1165,1336,1,0,2,5,2,1,2006,157000,"Reg","Corner","Crawfor","2fmCon","1Story","MetalSd","CBlock","BLQ","TA","Attchd"
"301",66,16226,8,5,1998,1999,1028,2452,2,1,4,9,1,2,2007,267000,"IR3","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"302",118,13704,7,5,2001,2002,1541,1541,2,0,3,6,1,3,2006,205000,"IR1","Corner","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
